season,player,player_id,name_key,team_norm,team_name,grades_run_block,snap_counts_run_block,season_max_te_run_block_snaps,eligible_te_run_block,te_run_block_grade_percentile,te_run_block_volume_factor,te_run_block_base_war_bump,te_run_block_war_adjustment,te_run_block_epa_adjustment,source_run_block_file
2022,Nick Vannett,10728,n_vannett,NYG,NYG,43.0,108,457,True,0.10679611650485436,0.2363238512035011,-0.1,-0.02363238512035011,-1.063457330415755,offense_run_blockng (3).csv
2022,Tanner Hudson,66924,t_hudson,NYG,NYG,60.9,70,457,True,0.6601941747572816,0.15317286652078774,0.06,0.009190371991247264,0.4135667396061269,offense_run_blockng (3).csv
2022,C.J. Uzomah,9590,c_uzomah,NYJ,NYJ,62.7,261,457,True,0.7669902912621359,0.5711159737417943,0.12,0.06853391684901532,3.0840262582056894,offense_run_blockng (3).csv
2022,Jeremy Ruckert,84029,j_ruckert,NYJ,NYJ,78.0,30,457,False,,0.0,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Kenny Yeboah,42196,k_yeboah,NYJ,NYJ,56.0,20,457,False,,0.0,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Tyler Conklin,47124,t_conklin,NYJ,NYJ,51.1,287,457,True,0.32524271844660196,0.6280087527352297,-0.05,-0.03140043763676149,-1.413019693654267,offense_run_blockng (3).csv
2022,Dallas Goedert,47272,d_goedert,PHI,PHI,56.4,419,457,True,0.49029126213592233,0.9168490153172867,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Grant Calcaterra,60997,g_calcaterra,PHI,PHI,61.7,156,457,True,0.7184466019417476,0.3413566739606127,0.12,0.04096280087527352,1.8433260393873085,offense_run_blockng (3).csv
2022,Jack Stoll,42058,j_stoll,PHI,PHI,56.6,370,457,True,0.5145631067961165,0.8096280087527352,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Noah Togiai,47282,n_togiai,PHI,PHI,44.7,6,457,False,,0.0,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Tyree Jackson,46481,t_jackson,PHI,PHI,47.2,16,457,False,,0.0,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Connor Heyward,57301,c_heyward,PIT,PIT,55.5,83,457,True,0.441747572815534,0.18161925601750548,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Pat Freiermuth,84085,p_freiermuth,PIT,PIT,59.6,248,457,True,0.587378640776699,0.5426695842450766,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Zach Gentry,36049,z_gentry,PIT,PIT,48.7,321,457,True,0.23300970873786409,0.7024070021881839,-0.1,-0.07024070021881838,-3.1608315098468274,offense_run_blockng (3).csv
2022,Colby Parkinson,52266,c_parkinson,SEA,SEA,65.3,218,457,True,0.8932038834951457,0.47702407002188185,0.2,0.09540481400437638,4.2932166301969374,offense_run_blockng (3).csv
2022,Noah Fant,42388,n_fant,SEA,SEA,50.7,256,457,True,0.3058252427184466,0.5601750547045952,-0.05,-0.02800875273522976,-1.2603938730853392,offense_run_blockng (3).csv
2022,Tyler Mabry,25705,t_mabry,SEA,SEA,60.7,5,457,False,,0.0,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Will Dissly,30762,w_dissly,SEA,SEA,64.4,254,457,True,0.8446601941747572,0.5557986870897156,0.2,0.11115973741794312,5.002188183807441,offense_run_blockng (3).csv
2022,Charlie Woerner,42257,c_woerner,SF,SF,51.2,159,457,True,0.33980582524271846,0.3479212253829322,-0.05,-0.01739606126914661,-0.7828227571115974,offense_run_blockng (3).csv
2022,George Kittle,11901,g_kittle,SF,SF,69.5,431,457,True,0.9514563106796117,0.9431072210065645,0.3,0.2829321663019693,12.73194748358862,offense_run_blockng (3).csv
2022,Ross Dwelley,20994,r_dwelley,SF,SF,52.8,46,457,False,,0.0,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Tyler Kroft,9518,t_kroft,SF,SF,72.7,178,457,True,0.970873786407767,0.38949671772428884,0.3,0.11684901531728664,5.258205689277899,offense_run_blockng (3).csv
2022,Cameron Brate,9207,c_brate,TB,TB,51.1,99,457,True,0.32524271844660196,0.21663019693654267,-0.05,-0.010831509846827134,-0.48741794310722103,offense_run_blockng (3).csv
2022,Cade Otton,61071,c_otton,TB,TB,59.6,294,457,True,0.587378640776699,0.6433260393873085,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Ko Kieft,41372,k_kieft,TB,TB,65.0,175,457,True,0.8592233009708737,0.38293216630196936,0.2,0.07658643326039388,3.4463894967177247,offense_run_blockng (3).csv
2022,Kyle Rudolph,6195,k_rudolph,TB,TB,44.6,36,457,False,,0.0,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Austin Hooper,10715,a_hooper,TEN,TEN,46.7,173,457,True,0.1941747572815534,0.3785557986870897,-0.1,-0.03785557986870897,-1.7035010940919038,offense_run_blockng (3).csv
2022,Chigoziem Okonkwo,84000,c_okonkwo,TEN,TEN,55.3,182,457,True,0.42718446601941745,0.3982494529540481,0.0,0.0,0.0,offense_run_blockng (3).csv
2022,Geoff Swaim,9679,g_swaim,TEN,TEN,62.0,386,457,True,0.7281553398058253,0.8446389496717724,0.12,0.1013566739606127,4.561050328227571,offense_run_blockng (3).csv
2022,Kevin Rader,30887,k_rader,TEN,TEN,61.5,93,457,True,0.7038834951456311,0.20350109409190373,0.12,0.024420131291028446,1.09890590809628,offense_run_blockng (3).csv
2022,Armani Rogers,40034,a_rogers,WAS,WAS,52.9,89,457,True,0.3786407766990291,0.19474835886214442,-0.05,-0.009737417943107222,-0.438183807439825,offense_run_blockng (3).csv
2022,Cole Turner,84330,c_turner,WAS,WAS,60.2,148,457,True,0.6310679611650486,0.3238512035010941,0.06,0.019431072210065646,0.8743982494529541,offense_run_blockng (3).csv
2022,John Bates,42275,j_bates,WAS,WAS,65.0,299,457,True,0.8592233009708737,0.6542669584245077,0.2,0.13085339168490154,5.888402625820569,offense_run_blockng (3).csv
2022,Logan Thomas,8755,l_thomas,WAS,WAS,37.0,263,457,True,0.038834951456310676,0.5754923413566739,-0.1,-0.0575492341356674,-2.589715536105033,offense_run_blockng (3).csv
2023,Blake Whiteheart,77881,b_whiteheart,ARI,ARZ,60.0,1,463,False,,0.0,0.0,0.0,0.0,offense_run_blockng (2).csv
2023,Elijah Higgins,98027,e_higgins,ARI,ARZ,51.1,91,463,True,0.345,0.19654427645788336,-0.05,-0.009827213822894169,-0.4422246220302376,offense_run_blockng (2).csv
2023,Geoff Swaim,9679,g_swaim,ARI,ARZ,47.4,193,463,True,0.21,0.4168466522678186,-0.1,-0.04168466522678186,-1.8758099352051838,offense_run_blockng (2).csv
2023,Trey McBride,75916,t_mcbride,ARI,ARZ,62.3,330,463,True,0.85,0.712742980561555,0.2,0.14254859611231102,6.414686825053996,offense_run_blockng (2).csv
2023,Travis Vokolek,61004,t_vokolek,ARI,ARZ,56.0,27,463,False,,0.0,0.0,0.0,0.0,offense_run_blockng (2).csv
2023,Zach Ertz,7816,z_ertz,ARI,ARZ,49.5,92,463,True,0.26,0.19870410367170627,-0.05,-0.009935205183585314,-0.44708423326133917,offense_run_blockng (2).csv
2023,John FitzPatrick,83974,j_fitzpatrick,ATL,ATL,49.3,11,463,False,,0.0,0.0,0.0,0.0,offense_run_blockng (2).csv
2023,Jonnu Smith,11855,j_smith,ATL,ATL,43.7,213,463,True,0.1,0.46004319654427644,-0.1,-0.046004319654427646,-2.070194384449244,offense_run_blockng (2).csv
2023,Kyle Pitts,83964,k_pitts,ATL,ATL,31.2,230,463,True,0.02,0.49676025917926564,-0.1,-0.04967602591792657,-2.2354211663066956,offense_run_blockng (2).csv
2023,MyCole Pruitt,9576,m_pruitt,ATL,ATL,46.8,247,463,True,0.19,0.5334773218142549,-0.1,-0.053347732181425495,-2.4006479481641474,offense_run_blockng (2).csv
2023,Parker Hesse,48369,p_hesse,ATL,ATL,50.9,42,463,False,,0.0,0.0,0.0,0.0,offense_run_blockng (2).csv
2023,Tucker Fisk,52286,t_fisk,ATL,ATL,50.9,50,463,True,0.32,0.1079913606911447,-0.05,-0.005399568034557236,-0.2429805615550756,offense_run_blockng (2).csv
2023,Charlie Kolar,60917,c_kolar,BAL,BLT,54.9,186,463,True,0.49,0.4017278617710583,0.0,0.0,0.0,offense_run_blockng (2).csv
2023,Isaiah Likely,83955,i_likely,BAL,BLT,51.9,212,463,True,0.39,0.45788336933045354,-0.05,-0.022894168466522678,-1.0302375809935205,offense_run_blockng (2).csv
2023,Mark Andrews,47436,m_andrews,BAL,BLT,58.8,168,463,True,0.69,0.36285097192224625,0.06,0.021771058315334775,0.9796976241900649,offense_run_blockng (2).csv
2023,Dalton Kincaid,91791,d_kincaid,BUF,BUF,55.8,233,463,True,0.555,0.5032397408207343,0.0,0.0,0.0,offense_run_blockng (2).csv
2023,Dawson Knox,35883,d_knox,BUF,BUF,51.1,227,463,True,0.345,0.490280777537797,-0.05,-0.02451403887688985,-1.1031317494600432,offense_run_blockng (2).csv
2023,Quintin Morris,61182,q_morris,BUF,BUF,64.0,140,463,True,0.91,0.3023758099352052,0.3,0.09071274298056155,4.082073434125269,offense_run_blockng (2).csv
2023,Giovanni Ricci,13756,g_ricci,CAR,CAR,40.9,6,463,False,,0.0,0.0,0.0,0.0,offense_run_blockng (2).csv
2023,Hayden Hurst,47294,h_hurst,CAR,CAR,28.3,69,463,True,0.01,0.1490280777537797,-0.1,-0.014902807775377969,-0.6706263498920086,offense_run_blockng (2).csv
2023,Ian Thomas,42130,i_thomas,CAR,CAR,62.1,120,463,True,0.84,0.2591792656587473,0.2,0.05183585313174947,2.332613390928726,offense_run_blockng (2).csv
