season,player_id,player_name,team,teams,unit,position_group,war_model,raw_epa,final_epa,raw_war,final_war,rank,volume,volume_type,efficiency,success_rate,source_file,model_version,player_key,pff_player_name,grades_run_block,snap_counts_run_block,season_max_te_run_block_snaps,eligible_te_run_block,te_run_block_grade_percentile,te_run_block_volume_factor,te_run_block_base_war_bump,te_run_block_war_adjustment,te_run_block_epa_adjustment,is_te_pff_match,final_war_pre_te_block_adj,final_epa_pre_te_block_adj
2022,00-0031381,D.Adams,LV,LV,Skill,Pass Catcher,Role-Adjusted Skill WAR,30.19410574702942,25.30892688848899,0.6709801277117649,0.5624205975219776,43,184.0,opportunities,0.1640984007990729,0.4456521739130434,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0031381,,,,,,,0.0,0.0,0.0,0.0,False,0.5624205975219776,25.30892688848899
2022,00-0036158,J.Dobbins,BAL,BAL,Skill,RB,Role-Adjusted Skill WAR,9.213483309508115,24.71826529428408,0.2047440735446248,0.5492947843174241,45,100.0,opportunities,0.0921348330950811,0.52,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0036158,,,,,,,0.0,0.0,0.0,0.0,False,0.5492947843174241,24.71826529428408
2022,00-0034753,M.Andrews,BAL,BAL,Skill,Pass Catcher,Role-Adjusted Skill WAR,29.1110475314565,34.62411812587012,0.6469121673657,0.7694248472415582,23,117.0,opportunities,0.2488123720637307,0.5811965811965812,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0034753,Mark Andrews,70.1,352.0,457.0,True,0.9611650485436893,0.7702407002188184,0.3,0.23107221006564552,10.398249452954047,True,0.5383526371759128,24.22586867291607
2022,00-0033009,T.Boyd,CIN,CIN,Skill,Pass Catcher,Role-Adjusted Skill WAR,28.99062020583348,24.10544134729305,0.6442360045740774,0.5356764743842901,46,85.0,opportunities,0.3410661200686292,0.6,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0033009,,,,,,,0.0,0.0,0.0,0.0,False,0.5356764743842901,24.10544134729305
2022,00-0033921,C.Godwin,TB,TB,Skill,Pass Catcher,Role-Adjusted Skill WAR,28.2909750609302,23.40579620238977,0.6286883346873378,0.5201288044975505,47,148.0,opportunities,0.191155236898177,0.5675675675675675,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0033921,,,,,,,0.0,0.0,0.0,0.0,False,0.5201288044975505,23.40579620238977
2022,00-0030279,K.Allen,LAC,LAC,Skill,Pass Catcher,Role-Adjusted Skill WAR,27.73066980479848,22.84549094625805,0.6162371067732995,0.5076775765835122,48,90.0,opportunities,0.3081185533866497,0.5333333333333333,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0030279,,,,,,,0.0,0.0,0.0,0.0,False,0.5076775765835122,22.84549094625805
2022,00-0032392,A.Hooper,TEN,TEN,Skill,Pass Catcher,Role-Adjusted Skill WAR,26.15070104814368,19.562021095511344,0.5811266899587483,0.43471157990025205,54,60.0,opportunities,0.4358450174690612,0.6,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0032392,Austin Hooper,46.7,173.0,457.0,True,0.1941747572815534,0.3785557986870897,-0.1,-0.03785557986870897,-1.7035010940919038,True,0.472567159768961,21.26552218960325
2022,00-0031408,M.Evans,TB,TB,Skill,Pass Catcher,Role-Adjusted Skill WAR,26.09129819275416,21.206119334213728,0.579806626505648,0.4712470963158607,49,128.0,opportunities,0.2038382671308918,0.5078125,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0031408,,,,,,,0.0,0.0,0.0,0.0,False,0.4712470963158607,21.206119334213728
2022,00-0036331,D.Duvernay,BAL,BAL,Skill,Pass Catcher,Role-Adjusted Skill WAR,25.12642699040589,20.24124813186546,0.558365044231242,0.4498055140414547,50,61.0,opportunities,0.4119086391869818,0.6065573770491803,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0036331,,,,,,,0.0,0.0,0.0,0.0,False,0.4498055140414547,20.24124813186546
2022,00-0034972,A.Mattison,MIN,MIN,Skill,RB,Role-Adjusted Skill WAR,4.672898568392371,20.177680553168337,0.1038421904087193,0.4483929011815185,51,92.0,opportunities,0.0507923757433953,0.4673913043478261,skill_war_2022_2024.csv,offensive_war_v1_2022_2025,00-0034972,,,,,,,0.0,0.0,0.0,0.0,False,0.4483929011815185,20.177680553168337
