season,player_id,player_name,position_group,receiving_epa,targets,receptions,receiving_successes,receiving_yards,receiving_tds,air_epa,yac_epa,air_yards,yards_after_catch,primary_team,teams,rushing_epa,carries,rushing_successes,rushing_yards,rushing_tds,total_epa,opportunities,touches,total_successes,war,epa_per_opportunity,epa_per_touch,success_rate,qualified_skill,raw_war_rank,qualified_war_rank,role_replacement_war,role_replacement_epa,raw_skill_war,raw_skill_epa,role_adjusted_skill_war,role_adjusted_skill_epa,role_adjusted_skill_war_rank,team,pff_player_name,grades_run_block,snap_counts_run_block,season_max_te_run_block_snaps,eligible_te_run_block,te_run_block_grade_percentile,te_run_block_volume_factor,te_run_block_base_war_bump,te_run_block_war_adjustment,te_run_block_epa_adjustment,is_te_pff_match,role_adjusted_skill_war_pre_te_block_adj,role_adjusted_skill_epa_pre_te_block_adj,war_pre_te_block_adj,total_epa_pre_te_block_adj
2022,00-0035500,G.Dortch,Pass Catcher,12.061898299110204,64.0,52.0,28.0,467.0,2.0,6.665039264276857,5.396859034833346,316.0,293.0,ARI,ARI,1.9678937036078423,7.0,5.0,44.0,0.0,14.029792002718048,71.0,59.0,33.0,0.3117731556159566,0.1976027042636344,0.2377930847918313,0.4647887323943662,True,85,71,0.1085595301897872,4.885178858540427,0.3117731556159566,14.029792002718048,0.2032136254261693,9.14461314417762,102,,,,,,,,0.0,0.0,0.0,0.0,False,0.2032136254261693,9.14461314417762,0.3117731556159566,14.029792002718048
2022,00-0036259,J.Jennings,Pass Catcher,13.955326858104124,56.0,35.0,31.0,416.0,1.0,35.537274057958896,-21.581947199854767,468.0,176.0,SF,SF,0.0,0.0,0.0,0.0,0.0,13.955326858104124,56.0,35.0,31.0,0.310118374624536,0.2492022653232879,0.3987236245172607,0.5535714285714286,True,86,72,0.1085595301897872,4.885178858540427,0.310118374624536,13.955326858104124,0.2015588444347488,9.070147999563698,103,,,,,,,,0.0,0.0,0.0,0.0,False,0.2015588444347488,9.070147999563698,0.310118374624536,13.955326858104124
2022,00-0034414,B.Scott,RB,-3.9425144935958087,6.0,5.0,0.0,15.0,0.0,-7.284694735892117,3.3421802422963083,-10.0,20.0,PHI,PHI,-2.5305652783717965,54.0,21.0,217.0,3.0,-6.473079771967605,60.0,59.0,21.0,-0.1438462171548356,-0.1078846628661267,-0.1097132164740272,0.35,True,460,154,-0.3445507107727992,-15.504781984775963,-0.1438462171548356,-6.473079771967605,0.2007044936179635,9.03170221280836,104,,,,,,,,0.0,0.0,0.0,0.0,False,0.2007044936179635,9.03170221280836,-0.1438462171548356,-6.473079771967605
2022,00-0036309,D.Mooney,Pass Catcher,14.498919421472996,62.0,40.0,31.0,493.0,2.0,50.31075314429472,-34.86483372282173,727.0,168.0,CHI,CHI,-0.6093795886263251,1.0,0.0,2.0,0.0,13.88953983284667,63.0,41.0,31.0,0.308656440729926,0.2204688862356614,0.3387692642157724,0.492063492063492,True,87,73,0.1085595301897872,4.885178858540427,0.308656440729926,13.88953983284667,0.2000969105401387,9.004360974306245,105,,,,,,,,0.0,0.0,0.0,0.0,False,0.2000969105401387,9.004360974306245,0.308656440729926,13.88953983284667
2022,00-0031376,J.McKinnon,Pass Catcher,23.65451935874825,72.0,56.0,40.0,514.0,9.0,-36.41958636289928,59.02110572164753,48.0,541.0,KC,KC,-9.963558545656268,72.0,24.0,291.0,1.0,13.690960813091982,144.0,128.0,64.0,0.3042435736242662,0.0950761167575832,0.1069606313522811,0.4444444444444444,True,89,74,0.1085595301897872,4.885178858540427,0.3042435736242662,13.690960813091982,0.1956840434344789,8.805781954551556,106,,,,,,,,0.0,0.0,0.0,0.0,False,0.1956840434344789,8.805781954551556,0.3042435736242662,13.690960813091982
2022,00-0033090,H.Henry,Pass Catcher,13.664598329949344,59.0,41.0,28.0,509.0,2.0,31.97502939689796,-18.310431066948613,454.0,203.0,NE,NE,0.0,0.0,0.0,0.0,0.0,10.612081918570787,59.0,41.0,28.0,0.23582404263490633,0.2316033615245651,0.3332828860963254,0.4745762711864407,True,90,75,0.1085595301897872,4.885178858540427,0.3036577406655409,13.664598329949344,0.12726451244511913,5.726903060030362,123,,Hunter Henry,48.3,310.0,457.0,True,0.22330097087378642,0.6783369803063457,-0.1,-0.06783369803063458,-3.052516411378556,True,0.1950982104757537,8.779419471408918,0.3036577406655409,13.664598329949344
2022,00-0033925,D.Foreman,RB,-10.932217505602033,9.0,5.0,2.0,26.0,1.0,-5.169936410093214,-5.762281095508818,-3.0,27.0,CAR,CAR,4.035043358247361,204.0,85.0,916.0,5.0,-6.897174147354672,213.0,209.0,87.0,-0.1532705366078816,-0.0323810992833552,-0.0330008332409314,0.4084507042253521,True,463,155,-0.3445507107727992,-15.504781984775963,-0.1532705366078816,-6.897174147354672,0.1912801741649176,8.607607837421291,107,,,,,,,,0.0,0.0,0.0,0.0,False,0.1912801741649176,8.607607837421291,-0.1532705366078816,-6.897174147354672
2022,00-0034440,J.Jackson,RB,3.8189392282890378,19.0,12.0,8.0,101.0,1.0,-14.501674894650932,18.32061412293997,19.0,110.0,DET,DET,-10.846264283158115,43.0,13.0,170.0,1.0,-7.027325054869079,62.0,55.0,21.0,-0.1561627789970906,-0.1133439524978883,-0.127769546452165,0.3387096774193548,True,464,156,-0.3445507107727992,-15.504781984775963,-0.1561627789970906,-7.027325054869079,0.1883879317757085,8.477456929906884,108,,,,,,,,0.0,0.0,0.0,0.0,False,0.1883879317757085,8.477456929906884,-0.1561627789970906,-7.027325054869079
2022,00-0033466,I.McKenzie,Pass Catcher,11.355487141730396,65.0,42.0,36.0,423.0,4.0,33.23822153988294,-21.88273439815255,564.0,128.0,BUF,BUF,1.9039958514478053,10.0,6.0,55.0,1.0,13.2594829931782,75.0,52.0,42.0,0.2946551776261822,0.1767931065757093,0.2549900575611192,0.56,True,92,76,0.1085595301897872,4.885178858540427,0.2946551776261822,13.2594829931782,0.1860956474363949,8.374304134637772,109,,,,,,,,0.0,0.0,0.0,0.0,False,0.1860956474363949,8.374304134637772,0.2946551776261822,13.2594829931782
2022,00-0037238,D.London,Pass Catcher,12.795354318053011,118.0,72.0,63.0,868.0,4.0,96.90530514737476,-85.16295082932174,1219.0,224.0,ATL,ATL,0.0,0.0,0.0,0.0,0.0,12.795354318053011,118.0,72.0,63.0,0.2843412070678447,0.108435206085195,0.1777132544174029,0.5338983050847458,True,94,77,0.1085595301897872,4.885178858540427,0.2843412070678447,12.795354318053011,0.1757816768780574,7.910175459512584,110,,,,,,,,0.0,0.0,0.0,0.0,False,0.1757816768780574,7.910175459512584,0.2843412070678447,12.795354318053011
2022,00-0036290,C.Kmet,Pass Catcher,11.231644300971723,70.0,50.0,39.0,544.0,8.0,18.1853056987804,-6.006661397808671,463.0,286.0,CHI,CHI,1.1386364521458745,2.0,2.0,9.0,0.0,21.370280753117598,72.0,52.0,41.0,0.4748951278470578,0.1718094549044111,0.2378900144830307,0.5694444444444444,True,96,79,0.1085595301897872,4.885178858540427,0.2748951278470578,12.3702807531176,0.36633559765727053,16.485101894577173,72,,Cole Kmet,65.1,457.0,457.0,True,0.8786407766990292,1.0,0.2,0.2,9.0,True,0.1663355976572705,7.485101894577173,0.2748951278470578,12.3702807531176
2022,00-0037746,B.Robinson,RB,-2.0604672269546427,12.0,9.0,6.0,60.0,1.0,-8.771235748368781,6.710768521414138,-11.0,72.0,WAS,WAS,-6.235397119598929,205.0,86.0,797.0,2.0,-8.295864346553572,217.0,214.0,92.0,-0.1843525410345238,-0.0382297896154542,-0.0387657212455774,0.423963133640553,True,474,157,-0.3445507107727992,-15.504781984775963,-0.1843525410345238,-8.295864346553572,0.1601981697382754,7.208917638222392,111,,,,,,,,0.0,0.0,0.0,0.0,False,0.1601981697382754,7.208917638222392,-0.1843525410345238,-8.295864346553572
2022,00-0033553,J.Conner,RB,-6.053288363213287,58.0,46.0,23.0,300.0,1.0,-47.55397217671271,41.50068381349941,-47.0,376.0,ARI,ARI,-2.4749081489712434,183.0,78.0,782.0,7.0,-8.52819651218453,241.0,229.0,101.0,-0.1895154780485451,-0.0353867075194378,-0.0372410328042992,0.4190871369294606,True,476,158,-0.3445507107727992,-15.504781984775963,-0.1895154780485451,-8.52819651218453,0.155035232724254,6.976585472591433,112,,,,,,,,0.0,0.0,0.0,0.0,False,0.155035232724254,6.976585472591433,-0.1895154780485451,-8.52819651218453
2022,00-0033871,C.Davis,Pass Catcher,11.822724843409087,64.0,32.0,30.0,536.0,2.0,83.51087003800785,-71.68814519459876,861.0,109.0,NYJ,NYJ,0.0,0.0,0.0,0.0,0.0,11.822724843409087,64.0,32.0,30.0,0.2627272187424241,0.184730075678267,0.369460151356534,0.46875,True,99,81,0.1085595301897872,4.885178858540427,0.2627272187424241,11.822724843409087,0.1541676885526369,6.9375459848686605,113,,,,,,,,0.0,0.0,0.0,0.0,False,0.1541676885526369,6.9375459848686605,0.2627272187424241,11.822724843409087
2022,00-0035685,D.Montgomery,RB,6.722303724278838,40.0,34.0,20.0,316.0,2.0,-21.629761684976984,28.35206540925582,51.0,283.0,CHI,CHI,-15.313396949485163,201.0,73.0,801.0,5.0,-8.591093225206327,241.0,235.0,93.0,-0.1909131827823628,-0.0356476897311465,-0.0365578435115162,0.3858921161825726,True,478,160,-0.3445507107727992,-15.504781984775963,-0.1909131827823628,-8.591093225206327,0.1536375279904363,6.913688759569636,114,,,,,,,,0.0,0.0,0.0,0.0,False,0.1536375279904363,6.913688759569636,-0.1909131827823628,-8.591093225206327
2022,00-0033307,K.Bourne,Pass Catcher,13.377406082941617,48.0,35.0,25.0,434.0,1.0,23.6646619089006,-10.28725582595898,493.0,145.0,NE,NE,-1.6179705510730855,6.0,2.0,39.0,0.0,11.75943553186853,54.0,41.0,27.0,0.2613207895970784,0.217767324664232,0.2868155007772812,0.5,True,101,82,0.1085595301897872,4.885178858540427,0.2613207895970784,11.75943553186853,0.1527612594072911,6.874256673328103,115,,,,,,,,0.0,0.0,0.0,0.0,False,0.1527612594072911,6.874256673328103,0.2613207895970784,11.75943553186853
2022,00-0033943,J.Reynolds,Pass Catcher,11.604702909754556,59.0,38.0,33.0,479.0,3.0,70.25955458520912,-58.654851675454566,704.0,115.0,DET,DET,0.0,0.0,0.0,0.0,0.0,11.604702909754556,59.0,38.0,33.0,0.2578822868834345,0.1966898798263484,0.3053869186777515,0.559322033898305,True,102,83,0.1085595301897872,4.885178858540427,0.2578822868834345,11.604702909754556,0.1493227566936473,6.719524051214129,116,,,,,,,,0.0,0.0,0.0,0.0,False,0.1493227566936473,6.719524051214129,0.2578822868834345,11.604702909754556
2022,00-0029293,M.Jones,Pass Catcher,11.47946795540415,81.0,46.0,41.0,535.0,3.0,99.7933105197153,-88.31384256431116,1071.0,95.0,JAX,JAX,0.0,0.0,0.0,0.0,0.0,11.47946795540415,81.0,46.0,41.0,0.25509928789787,0.1417218266099277,0.249553651204438,0.5061728395061729,True,103,84,0.1085595301897872,4.885178858540427,0.25509928789787,11.47946795540415,0.1465397577080827,6.594289096863723,117,,,,,,,,0.0,0.0,0.0,0.0,False,0.1465397577080827,6.594289096863723,0.25509928789787,11.47946795540415
2022,00-0035657,D.Harris,RB,-5.194687074952526,23.0,17.0,10.0,97.0,0.0,-9.195586734480456,4.0008996595279305,25.0,86.0,NE,NE,-3.716080928163137,106.0,44.0,462.0,3.0,-8.910768003115663,129.0,123.0,54.0,-0.1980170667359036,-0.0690757209543849,-0.0724452683180135,0.4186046511627907,True,480,161,-0.3445507107727992,-15.504781984775963,-0.1980170667359036,-8.910768003115663,0.1465336440368955,6.5940139816603,118,,,,,,,,0.0,0.0,0.0,0.0,False,0.1465336440368955,6.5940139816603,-0.1980170667359036,-8.910768003115663
2022,00-0036414,C.Akers,RB,4.1208708513224295,18.0,13.0,9.0,117.0,0.0,-6.964119595621014,11.084990446943443,34.0,136.0,LA,LA,-13.24717545931344,188.0,76.0,786.0,7.0,-9.12630460799101,206.0,201.0,85.0,-0.2028067690664668,-0.0443024495533544,-0.0454045005372687,0.4126213592233009,True,483,162,-0.3445507107727992,-15.504781984775963,-0.2028067690664668,-9.12630460799101,0.1417439417063323,6.378477376784954,119,,,,,,,,0.0,0.0,0.0,0.0,False,0.1417439417063323,6.378477376784954,-0.2028067690664668,-9.12630460799101
2022,00-0030035,A.Thielen,Pass Catcher,11.184383340258073,109.0,70.0,58.0,718.0,6.0,74.62538027387475,-63.54699693361668,1036.0,152.0,MIN,MIN,-0.1335235238075256,1.0,0.0,4.0,0.0,11.050859816450547,110.0,71.0,58.0,0.2455746625877899,0.1004623619677322,0.1556459129077541,0.5272727272727272,True,105,85,0.1085595301897872,4.885178858540427,0.2455746625877899,11.050859816450547,0.1370151323980026,6.16568095791012,120,,,,,,,,0.0,0.0,0.0,0.0,False,0.1370151323980026,6.16568095791012,0.2455746625877899,11.050859816450547
2022,00-0031763,D.Carter,Pass Catcher,13.814923935384282,65.0,46.0,33.0,538.0,3.0,40.54539534714422,-26.730471411759943,576.0,206.0,LAC,LAC,-3.1077726249350235,2.0,0.0,-15.0,0.0,10.70715131044926,67.0,48.0,33.0,0.2379366957877613,0.159808228514168,0.2230656523010262,0.4925373134328358,True,107,87,0.1085595301897872,4.885178858540427,0.2379366957877613,10.70715131044926,0.129377165597974,5.821972451908832,122,,,,,,,,0.0,0.0,0.0,0.0,False,0.129377165597974,5.821972451908832,0.2379366957877613,10.70715131044926
2022,00-0037157,Z.Knight,RB,4.006584078888409,14.0,13.0,9.0,100.0,0.0,-13.274883290636351,17.281467369524762,-30.0,132.0,NYJ,NYJ,-13.8350112856757,85.0,28.0,300.0,1.0,-9.82842720678729,99.0,98.0,37.0,-0.218409493484162,-0.0992770424928009,-0.1002900735386458,0.3737373737373737,True,489,163,-0.3445507107727992,-15.504781984775963,-0.218409493484162,-9.82842720678729,0.1261412172886371,5.6763547779886725,124,,,,,,,,0.0,0.0,0.0,0.0,False,0.1261412172886371,5.6763547779886725,-0.218409493484162,-9.82842720678729
2022,00-0035250,D.Singletary,RB,6.943242392261537,52.0,38.0,22.0,280.0,1.0,-36.07565061878995,43.01889301105149,8.0,261.0,BUF,BUF,-16.777221589029068,177.0,74.0,819.0,5.0,-9.833979196767531,229.0,215.0,96.0,-0.2185328710392785,-0.0429431405972381,-0.0457394381245001,0.4192139737991266,True,490,164,-0.3445507107727992,-15.504781984775963,-0.2185328710392785,-9.833979196767531,0.1260178397335207,5.670802788008432,125,,,,,,,,0.0,0.0,0.0,0.0,False,0.1260178397335207,5.670802788008432,-0.2185328710392785,-9.833979196767531
2022,00-0034681,C.Edmonds,RB,5.059574326597328,24.0,16.0,12.0,157.0,1.0,-9.68124434654601,14.740818673143336,50.0,113.0,MIA,"DEN,MIA",-15.705972078634655,68.0,19.0,245.0,2.0,-10.646397752037329,92.0,84.0,31.0,-0.2365866167119406,-0.1157217146960579,-0.1267428303813967,0.3369565217391304,True,492,165,-0.3445507107727992,-15.504781984775963,-0.2365866167119406,-10.646397752037329,0.1079640940608585,4.858384232738635,126,,,,,,,,0.0,0.0,0.0,0.0,False,0.1079640940608585,4.858384232738635,-0.2365866167119406,-10.646397752037329
2022,00-0037256,R.White,RB,6.972407211520476,58.0,50.0,29.0,280.0,2.0,-48.77856563561363,55.75097284713411,-18.0,309.0,TB,TB,-17.957170644760364,130.0,46.0,481.0,1.0,-10.984763433239888,188.0,180.0,75.0,-0.2441058540719975,-0.0584295927299994,-0.0610264635179993,0.3989361702127659,True,494,166,-0.3445507107727992,-15.504781984775963,-0.2441058540719975,-10.984763433239888,0.1004448567008017,4.520018551536076,127,,,,,,,,0.0,0.0,0.0,0.0,False,0.1004448567008017,4.520018551536076,-0.2441058540719975,-10.984763433239888
2022,00-0031428,Al.Robinson,Pass Catcher,9.003204972820457,52.0,33.0,29.0,339.0,3.0,57.36982997521409,-48.36662500239363,502.0,71.0,LA,LA,0.0,0.0,0.0,0.0,0.0,9.003204972820457,52.0,33.0,29.0,0.2000712216182323,0.1731385571696241,0.2728243931157714,0.5576923076923077,True,120,92,0.1085595301897872,4.885178858540427,0.2000712216182323,9.003204972820457,0.0915116914284451,4.11802611428003,128,,,,,,,,0.0,0.0,0.0,0.0,False,0.0915116914284451,4.11802611428003,0.2000712216182323,9.003204972820457
2022,00-0030431,R.Woods,Pass Catcher,8.946638316698975,91.0,53.0,45.0,527.0,2.0,47.78799815534149,-38.84135983864251,716.0,156.0,TEN,TEN,0.0,0.0,0.0,0.0,0.0,8.946638316698975,91.0,53.0,45.0,0.1988141848155327,0.0983147067769118,0.1688044965414901,0.4945054945054945,True,121,93,0.1085595301897872,4.885178858540427,0.1988141848155327,8.946638316698975,0.0902546546257454,4.061459458158548,129,,,,,,,,0.0,0.0,0.0,0.0,False,0.0902546546257454,4.061459458158548,0.1988141848155327,8.946638316698975
2022,00-0036894,P.Freiermuth,Pass Catcher,8.890447876504298,98.0,63.0,51.0,732.0,2.0,59.31142078055479,-50.42097290405049,821.0,281.0,PIT,PIT,0.0,0.0,0.0,0.0,0.0,8.890447876504298,98.0,63.0,51.0,0.1975655083667621,0.0907188558826969,0.141118220261973,0.5204081632653061,True,123,94,0.1085595301897872,4.885178858540427,0.1975655083667621,8.890447876504298,0.0890059781769749,4.005269017963872,130,,Pat Freiermuth,59.6,248.0,457.0,True,0.587378640776699,0.5426695842450766,0.0,0.0,0.0,True,0.0890059781769749,4.005269017963872,0.1975655083667621,8.890447876504298
2022,00-0030513,L.Murray,RB,-8.963229830212427,35.0,27.0,9.0,132.0,0.0,-29.2284527302254,20.26522290001297,-63.0,188.0,DEN,"DEN,NO",-2.9381042936562167,171.0,72.0,762.0,6.0,-11.901334123868644,206.0,198.0,81.0,-0.2644740916415254,-0.0577734666207215,-0.0601077481003466,0.3932038834951456,True,498,167,-0.3445507107727992,-15.504781984775963,-0.2644740916415254,-11.901334123868644,0.0800766191312737,3.60344786090732,131,,,,,,,,0.0,0.0,0.0,0.0,False,0.0800766191312737,3.60344786090732,-0.2644740916415254,-11.901334123868644
2022,00-0034981,F.Moreau,Pass Catcher,8.415477423375703,54.0,33.0,28.0,420.0,2.0,30.42257661951589,-22.00709919614019,451.0,237.0,LV,LV,0.0,0.0,0.0,0.0,0.0,5.254645913528876,54.0,33.0,28.0,0.11676990918953052,0.1558421745069574,0.2550144673750213,0.5185185185185185,True,129,95,0.1085595301897872,4.885178858540427,0.1870106094083489,8.415477423375703,0.008210378999743223,0.3694670549884491,143,,Foster Moreau,40.8,321.0,457.0,True,0.06796116504854369,0.7024070021881839,-0.1,-0.07024070021881838,-3.1608315098468274,True,0.0784510792185616,3.5302985648352765,0.1870106094083489,8.415477423375703
2022,00-0030061,Z.Ertz,Pass Catcher,8.380928354410031,71.0,47.0,37.0,410.0,4.0,44.351434219570365,-38.076505865160335,548.0,130.0,ARI,ARI,0.0,0.0,0.0,0.0,0.0,7.578411943031475,71.0,47.0,37.0,0.1684091542895883,0.1180412444283103,0.1783176245619155,0.5211267605633803,True,130,96,0.1085595301897872,4.885178858540427,0.1862428523202229,8.380928354410031,0.05984962409980103,2.693233084491048,134,,Zach Ertz,50.1,163.0,457.0,True,0.27184466019417475,0.35667396061269147,-0.05,-0.017833698030634573,-0.8025164113785558,True,0.0776833221304356,3.495749495869604,0.1862428523202229,8.380928354410031
2022,00-0036328,A.Gibson,RB,3.0359766455531245,58.0,46.0,26.0,353.0,2.0,-24.28911381639773,27.32509046195085,69.0,297.0,WAS,WAS,-15.68929297068696,149.0,53.0,546.0,3.0,-12.653316325133837,207.0,195.0,79.0,-0.2811848072251963,-0.0611271320054774,-0.064888801667353,0.3816425120772946,True,502,169,-0.3445507107727992,-15.504781984775963,-0.2811848072251963,-12.653316325133837,0.0633659035476028,2.851465659642127,132,,,,,,,,0.0,0.0,0.0,0.0,False,0.0633659035476028,2.851465659642127,-0.2811848072251963,-12.653316325133837
2022,00-0036997,J.Williams,RB,-6.4097511438229375,23.0,16.0,7.0,76.0,0.0,-16.32347552466672,10.86072438084378,-24.0,118.0,DEN,DEN,-6.311366795620415,47.0,17.0,204.0,0.0,-12.721117939443351,70.0,63.0,24.0,-0.2826915097654078,-0.1817302562777621,-0.2019225069752913,0.3428571428571428,True,503,170,-0.3445507107727992,-15.504781984775963,-0.2826915097654078,-12.721117939443351,0.0618592010073913,2.7836640453326105,133,,,,,,,,0.0,0.0,0.0,0.0,False,0.0618592010073913,2.7836640453326105,-0.2826915097654078,-12.721117939443351
2022,00-0037742,T.Burks,Pass Catcher,3.902239349159932,54.0,33.0,25.0,444.0,1.0,39.51861706312047,-35.61637771396054,624.0,165.0,TEN,TEN,3.639719455037266,4.0,4.0,47.0,0.0,7.541958804197198,58.0,37.0,29.0,0.1675990845377155,0.1300337724861585,0.2038367244377621,0.5,True,145,97,0.1085595301897872,4.885178858540427,0.1675990845377155,7.541958804197198,0.0590395543479282,2.656779945656771,135,,,,,,,,0.0,0.0,0.0,0.0,False,0.0590395543479282,2.656779945656771,0.1675990845377155,7.541958804197198
2022,00-0034521,A.Lazard,Pass Catcher,11.311200733877262,101.0,60.0,54.0,788.0,7.0,112.9019596297585,-100.64375889588123,1249.0,248.0,GB,GB,-4.003901810385287,2.0,0.0,0.0,0.0,7.307298923491976,103.0,62.0,54.0,0.1623844205220439,0.0709446497426405,0.1178596600563221,0.5242718446601942,True,148,98,0.1085595301897872,4.885178858540427,0.1623844205220439,7.307298923491976,0.0538248903322566,2.4221200649515486,136,,,,,,,,0.0,0.0,0.0,0.0,False,0.0538248903322566,2.4221200649515486,0.1623844205220439,7.307298923491976
2022,00-0035831,J.Robinson,RB,1.595253336126916,14.0,11.0,7.0,51.0,2.0,-8.56409205403179,10.159345390158704,1.0,63.0,JAX,"JAX,NYJ",-14.688569113553966,110.0,38.0,425.0,3.0,-13.09331577742705,124.0,121.0,45.0,-0.2909625728317122,-0.1055912562695729,-0.10820922130105,0.3629032258064516,True,505,171,-0.3445507107727992,-15.504781984775963,-0.2909625728317122,-13.09331577742705,0.0535881379410869,2.411466207348914,137,,,,,,,,0.0,0.0,0.0,0.0,False,0.0535881379410869,2.411466207348914,-0.2909625728317122,-13.09331577742705
2022,00-0035640,D.Metcalf,Pass Catcher,7.048705952152497,142.0,90.0,74.0,1048.0,6.0,145.2898798174346,-137.2941738652821,1581.0,216.0,SEA,SEA,0.0,0.0,0.0,0.0,0.0,7.048705952152497,142.0,90.0,74.0,0.1566379100478332,0.049638774310933,0.0783189550239166,0.5211267605633803,True,151,99,0.1085595301897872,4.885178858540427,0.1566379100478332,7.048705952152497,0.048078379858046,2.1635270936120703,138,,,,,,,,0.0,0.0,0.0,0.0,False,0.048078379858046,2.1635270936120703,0.1566379100478332,7.048705952152497
2022,00-0030564,D.Hopkins,Pass Catcher,6.771717956061473,98.0,64.0,49.0,717.0,4.0,63.71184697913122,-55.04612902306975,976.0,165.0,ARI,ARI,0.0,0.0,0.0,0.0,0.0,6.771717956061473,98.0,64.0,49.0,0.1504826212458105,0.0690991628169538,0.1058080930634605,0.5,True,155,100,0.1085595301897872,4.885178858540427,0.1504826212458105,6.771717956061473,0.0419230910560232,1.8865390975210463,139,,,,,,,,0.0,0.0,0.0,0.0,False,0.0419230910560232,1.8865390975210463,0.1504826212458105,6.771717956061473
2022,00-0034487,T.Sherfield,Pass Catcher,6.536412975165585,51.0,30.0,24.0,417.0,3.0,49.01460339049133,-42.47819041532574,561.0,138.0,MIA,MIA,0.0,0.0,0.0,0.0,0.0,6.536412975165585,51.0,30.0,24.0,0.1452536216703463,0.1281649602973644,0.2178804325055195,0.4705882352941176,True,158,101,0.1085595301897872,4.885178858540427,0.1452536216703463,6.536412975165585,0.036694091480559,1.651234116625158,140,,,,,,,,0.0,0.0,0.0,0.0,False,0.036694091480559,1.651234116625158,0.1452536216703463,6.536412975165585
2022,00-0033923,K.Hunt,RB,-2.474961523368611,44.0,35.0,15.0,210.0,1.0,-33.70197175536305,31.22701023199444,-12.0,235.0,CLE,CLE,-11.557620754056018,123.0,48.0,468.0,3.0,-14.032582277424629,167.0,158.0,63.0,-0.3118351617205473,-0.0840274387869738,-0.0888138118824343,0.3772455089820359,True,508,172,-0.3445507107727992,-15.504781984775963,-0.3118351617205473,-14.032582277424629,0.0327155490522518,1.4721997073513349,141,,,,,,,,0.0,0.0,0.0,0.0,False,0.0327155490522518,1.4721997073513349,-0.3118351617205473,-14.032582277424629
2022,00-0035229,T.Hockenson,Pass Catcher,5.478669579085121,131.0,86.0,63.0,908.0,9.0,49.45588436545222,-46.08321478636709,981.0,403.0,MIN,"DET,MIN",0.0,0.0,0.0,0.0,0.0,5.478669579085121,131.0,86.0,63.0,0.1217482128685582,0.0418219051838558,0.06370546022192,0.4809160305343511,True,167,102,0.1085595301897872,4.885178858540427,0.1217482128685582,5.478669579085121,0.0131886826787709,0.5934907205446942,142,,T.J. Hockenson,58.2,327.0,457.0,True,0.5339805825242718,0.7155361050328227,0.0,0.0,0.0,True,0.0131886826787709,0.5934907205446942,0.1217482128685582,5.478669579085121
2022,00-0032398,C.Moore,Pass Catcher,7.128327410024395,74.0,48.0,33.0,548.0,2.0,29.204985692224,-22.07665828219961,639.0,267.0,HOU,HOU,-1.9480106143746525,3.0,0.0,3.0,0.0,5.180316795649743,77.0,51.0,33.0,0.1151181510144387,0.0672768415019447,0.1015748391303871,0.4285714285714285,True,170,103,0.1085595301897872,4.885178858540427,0.1151181510144387,5.180316795649743,0.0065586208246514,0.2951379371093159,144,,,,,,,,0.0,0.0,0.0,0.0,False,0.0065586208246514,0.2951379371093159,0.1151181510144387,5.180316795649743
2022,00-0033045,E.Elliott,RB,-3.679464201559312,23.0,17.0,8.0,92.0,0.0,-20.354948912048712,16.6754847104894,0.0,88.0,DAL,DAL,-11.69969886045182,231.0,97.0,876.0,12.0,-15.379163062011132,254.0,248.0,105.0,-0.3417591791558029,-0.0605478860709099,-0.0620127542823029,0.4133858267716535,True,510,173,-0.3445507107727992,-15.504781984775963,-0.3417591791558029,-15.379163062011132,0.0027915316169962,0.125618922764831,145,,,,,,,,0.0,0.0,0.0,0.0,False,0.0027915316169962,0.125618922764831,-0.3417591791558029,-15.379163062011132
2022,00-0038129,C.Otton,Pass Catcher,4.972100901646487,65.0,42.0,31.0,391.0,2.0,20.195559514249908,-15.223458612603425,384.0,174.0,TB,TB,0.0,0.0,0.0,0.0,0.0,4.972100901646487,65.0,42.0,31.0,0.1104911311476997,0.0764938600253305,0.1183833548011068,0.4769230769230769,True,172,104,0.1085595301897872,4.885178858540427,0.1104911311476997,4.972100901646487,0.0019316009579124,0.0869220431060595,146,,Cade Otton,59.6,294.0,457.0,True,0.587378640776699,0.6433260393873085,0.0,0.0,0.0,True,0.0019316009579124,0.0869220431060595,0.1104911311476997,4.972100901646487
2022,00-0033110,T.Higbee,Pass Catcher,4.885178858540427,108.0,72.0,53.0,620.0,3.0,-14.780035364179636,19.665214222720067,327.0,404.0,LA,LA,0.0,0.0,0.0,0.0,0.0,3.157060696614825,108.0,72.0,53.0,0.07015690436921827,0.045233137579078,0.067849706368617,0.4907407407407407,True,176,105,0.1085595301897872,4.885178858540427,0.1085595301897872,4.885178858540427,-0.03840262582056893,-1.7281181619256019,152,,Tyler Higbee,50.2,351.0,457.0,True,0.2815533980582524,0.7680525164113785,-0.05,-0.03840262582056893,-1.7281181619256019,True,0.0,0.0,0.1085595301897872,4.885178858540427
